Month,Year,Number_fires,Lag_1,Lag_2,Lag_3,RollMean_3,RollMean_6,RollMean_12,RollStd_3,RollStd_6,RollStd_12,RollSum_3,RollSum_6,RollSum_12,Month_sin,Month_cos,Jurisdiction_raw,REG_Alberta,REG_British Columbia,REG_Manitoba,REG_New Brunswick,REG_Newfoundland and Labrador,REG_Northwest Territories,REG_Nova Scotia,REG_Ontario,REG_Prince Edward Island,REG_Quebec,REG_Saskatchewan,REG_Yukon,temperature_2m_mean (°C),temperature_2m_max (°C),relative_humidity_2m_mean (%),relative_humidity_2m_min (%),et0_fao_evapotranspiration (mm),temperature_2m_mean (°C)_lag1,relative_humidity_2m_mean (%)_lag1,et0_fao_evapotranspiration (mm)_lag1
6,2005,22,32,34,,,,,,,,,,,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,14.306666666666668,19.34888888888889,73.65555555555555,50.71111111111111,3.1896666666666667,7.961290322580645,65.26881720430107,2.913010752688172
7,2005,140,22,32,34,29.333333333333332,,,6.429100507328636,,,88.0,,,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,18.172043010752688,23.11397849462365,72.55913978494624,48.72043010752688,3.864516129032258,14.306666666666668,73.65555555555555,3.1896666666666667
8,2005,21,140,22,32,64.66666666666667,,,65.43189843901317,,,194.0,,,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,15.744086021505376,19.89462365591398,75.8494623655914,54.5268817204301,2.7963440860215054,18.172043010752688,72.55913978494624,3.864516129032258
9,2005,2,21,140,22,61.0,,,68.4178339323893,,,183.0,,,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,11.204444444444444,15.455555555555556,77.41111111111111,54.7,1.8726666666666667,15.744086021505376,75.8494623655914,2.7963440860215054
10,2005,3,2,21,140,54.333333333333336,41.833333333333336,,74.79527614317185,49.41423546577106,,163.0,251.0,,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,4.182795698924731,7.656989247311828,82.88172043010753,65.36559139784946,0.8425806451612904,11.204444444444444,77.41111111111111,1.8726666666666667
4,2006,45,,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,4.792222222222222,11.685555555555556,68.64444444444445,46.56666666666667,2.464777777777777,-6.872043010752688,74.80645161290323,0.920537634408602
5,2006,26,45,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,8.491397849462366,14.105376344086022,71.38709677419355,48.70967741935484,2.497311827956989,4.792222222222222,68.64444444444445,2.464777777777777
6,2006,237,26,45,,,,,,,,,,,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,17.026666666666667,22.36,65.52222222222223,40.52222222222223,4.176222222222223,8.491397849462366,71.38709677419355,2.497311827956989
7,2006,172,237,26,45,102.66666666666667,,,116.72331957810887,,,308.0,,,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,19.06451612903226,24.144086021505377,71.74193548387096,45.60215053763441,3.8895698924731184,17.026666666666667,65.52222222222223,4.176222222222223
8,2006,116,172,237,26,145.0,,,108.06016842481783,,,435.0,,,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,17.26774193548387,21.924731182795696,72.21505376344085,50.107526881720425,3.2698924731182792,19.06451612903226,71.74193548387096,3.8895698924731184
9,2006,81,116,172,237,175.0,,,60.55575942881072,,,525.0,,,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,11.436666666666667,16.00777777777778,72.03333333333333,51.58888888888889,2.164111111111111,17.26774193548387,72.21505376344085,3.2698924731182792
10,2006,6,81,116,172,123.0,112.83333333333333,,45.90206967011398,80.10347474777025,,369.0,677.0,,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,1.7677419354838708,4.813978494623656,77.05376344086021,59.96774193548387,0.9052688172043012,11.436666666666667,72.03333333333333,2.164111111111111
11,2006,1,6,81,116,67.66666666666667,106.33333333333333,,56.199051000291206,87.91056060944365,,203.0,638.0,,-0.5000000000000004,0.8660254037844384,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,-8.83222222222222,-5.627777777777778,78.61111111111111,68.13333333333334,0.3274444444444445,1.7677419354838708,77.05376344086021,0.9052688172043012
4,2007,38,,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,-0.5900000000000002,5.1177777777777775,67.36666666666666,44.55555555555556,2.0318888888888886,-8.518279569892472,74.36559139784947,0.8190322580645162
5,2007,53,38,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,8.916129032258064,15.027956989247311,68.01075268817205,45.12903225806452,2.868817204301076,-0.5900000000000002,67.36666666666666,2.0318888888888886
6,2007,71,53,38,,,,,,,,,,,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,14.222222222222223,19.724444444444444,67.83333333333333,42.9,3.5636666666666668,8.916129032258064,68.01075268817205,2.868817204301076
7,2007,161,71,53,38,54.0,,,16.522711641858304,,,162.0,,,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,19.913978494623656,24.870967741935484,68.56989247311827,43.33333333333333,4.272258064516129,14.222222222222223,67.83333333333333,3.5636666666666668
8,2007,50,161,71,53,95.0,,,57.86190456595773,,,285.0,,,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,15.466666666666663,19.723655913978494,73.3978494623656,50.107526881720425,2.8321505376344085,19.913978494623656,68.56989247311827,4.272258064516129
9,2007,9,50,161,71,94.0,,,58.966091951222275,,,282.0,,,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,9.497777777777776,13.644444444444444,79.22222222222221,58.2,1.5825555555555555,15.466666666666663,73.3978494623656,2.8321505376344085
10,2007,1,9,50,161,73.33333333333333,63.666666666666664,,78.64053238205686,51.9140315008059,,220.0,382.0,,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,4.601075268817204,7.598924731182795,83.11827956989247,66.38709677419355,0.8324731182795698,9.497777777777776,79.22222222222221,1.5825555555555555
4,2008,18,,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,-1.328888888888889,4.1466666666666665,66.75555555555556,45.03333333333333,1.9132222222222224,-11.40752688172043,73.20430107526882,0.7479569892473118
5,2008,154,18,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,5.929032258064517,12.133333333333333,60.064516129032256,37.2258064516129,3.1520430107526884,-1.328888888888889,66.75555555555556,1.9132222222222224
6,2008,123,154,18,,,,,,,,,,,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,14.974444444444446,20.724444444444444,63.53333333333333,37.74444444444444,4.02,5.929032258064517,60.064516129032256,3.1520430107526884
7,2008,40,123,154,18,98.33333333333333,,,71.27645707618564,,,295.0,,,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,17.31720430107527,21.932258064516127,74.53763440860214,49.74193548387097,3.3410752688172045,14.974444444444446,63.53333333333333,4.02
8,2008,54,40,123,154,105.66666666666667,,,58.94347574866393,,,317.0,,,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,18.69139784946237,23.63118279569893,71.13978494623656,48.516129032258064,3.6175268817204302,17.31720430107527,74.53763440860214,3.3410752688172045
9,2008,6,54,40,123,72.33333333333333,,,44.43347086750406,,,217.0,,,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,10.323333333333332,14.224444444444446,76.84444444444445,56.71111111111111,1.7295555555555555,18.69139784946237,71.13978494623656,3.6175268817204302
10,2008,2,6,54,40,33.333333333333336,65.83333333333333,,24.684678108764793,59.5261847145159,,100.0,395.0,,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,4.58494623655914,7.910752688172042,78.41935483870968,60.16129032258065,0.9658064516129032,10.323333333333332,76.84444444444445,1.7295555555555555
4,2009,2,,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,-0.2488888888888888,4.403333333333333,72.08888888888889,51.23333333333333,1.6622222222222225,-11.790322580645162,71.97849462365592,0.743763440860215
5,2009,35,2,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,4.634408602150537,11.26774193548387,63.3010752688172,37.80645161290322,2.7437634408602154,-0.2488888888888888,72.08888888888889,1.6622222222222225
6,2009,72,35,2,,,,,,,,,,,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,12.805555555555554,18.24888888888889,71.42222222222222,48.93333333333333,3.210555555555556,4.634408602150537,63.3010752688172,2.7437634408602154
7,2009,21,72,35,2,36.333333333333336,,,35.019042438840806,,,109.0,,,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,15.13763440860215,19.746236559139785,74.6021505376344,51.354838709677416,3.089677419354839,12.805555555555554,71.42222222222222,3.210555555555556
8,2009,11,21,72,35,42.666666666666664,,,26.350205565295568,,,128.0,,,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,15.406451612903227,19.86236559139785,76.06451612903226,52.86021505376344,2.722795698924731,15.13763440860215,74.6021505376344,3.089677419354839
9,2009,26,11,21,72,34.666666666666664,,,32.715949219506584,,,104.0,,,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,15.627777777777778,20.108888888888888,74.64444444444445,53.81111111111111,2.450888888888889,15.406451612903227,76.06451612903226,2.722795698924731
10,2009,17,26,11,21,19.333333333333332,27.833333333333332,,7.637626158259734,24.506461732911728,,58.0,167.0,,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,1.719354838709677,4.020430107526882,81.52688172043011,66.31182795698925,0.6666666666666667,15.627777777777778,74.64444444444445,2.450888888888889
11,2009,1,17,26,11,18.0,30.333333333333332,,7.549834435270751,21.978777642686747,,54.0,182.0,,-0.5000000000000004,0.8660254037844384,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,-1.71,1.48,82.18888888888888,68.45555555555555,0.4678888888888889,1.719354838709677,81.52688172043011,0.6666666666666667
4,2010,91,,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,4.804444444444444,11.12,62.08888888888889,39.32222222222222,2.534222222222222,-2.804301075268817,76.68817204301075,1.0464516129032255
5,2010,62,91,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,8.765591397849462,14.295698924731184,65.9784946236559,43.193548387096776,2.9708602150537637,4.804444444444444,62.08888888888889,2.534222222222222
6,2010,79,62,91,,,,,,,,,,,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,15.367777777777778,20.697777777777777,64.82222222222222,39.6,4.074222222222222,8.765591397849462,65.9784946236559,2.9708602150537637
7,2010,211,79,62,91,77.33333333333333,,,14.571661996262929,,,232.0,,,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,18.90322580645161,23.654838709677417,73.40860215053763,46.96774193548387,3.736666666666667,15.367777777777778,64.82222222222222,4.074222222222222
8,2010,115,211,79,62,117.33333333333333,,,81.561837481345,,,352.0,,,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,16.489247311827956,21.010752688172044,77.04301075268818,54.9247311827957,2.6658064516129034,18.90322580645161,73.40860215053763,3.736666666666667
9,2010,27,115,211,79,135.0,,,68.23488843692792,,,405.0,,,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0,9.02111111111111,12.44,77.76666666666667,57.22222222222222,1.588111111111111,16.489247311827956,77.04301075268818,2.6658064516129034
