Month,Year,Number_fires,Lag_1,Lag_2,Lag_3,RollMean_3,RollMean_6,RollMean_12,RollStd_3,RollStd_6,RollStd_12,RollSum_3,RollSum_6,RollSum_12,Month_sin,Month_cos,Jurisdiction_raw,REG_Alberta,REG_British Columbia,REG_Manitoba,REG_New Brunswick,REG_Newfoundland and Labrador,REG_Northwest Territories,REG_Nova Scotia,REG_Ontario,REG_Prince Edward Island,REG_Quebec,REG_Saskatchewan,REG_Yukon
2,1994,,,,,,,,,,,,,,0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
3,1994,1,,,,,,,,,,,,,1.0,6.123233995736766e-17,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
4,1994,49,1,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
5,1994,115,49,1,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
6,1994,170,115,49,1,55.0,,,57.23635208501674,,,165.0,,,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
7,1994,82,170,115,49,111.33333333333333,,,60.583276020147125,,,334.0,,,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
8,1994,73,82,170,115,122.33333333333333,,,44.45597072760119,,,367.0,,,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
9,1994,57,73,82,170,108.33333333333333,81.66666666666667,,53.59415391004259,57.55577005537037,,325.0,490.0,,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
10,1994,7,57,73,82,70.66666666666667,91.0,,12.662279942148405,45.03776193373736,,212.0,546.0,,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
11,1994,1,7,57,73,45.666666666666664,84.0,,34.42867022313429,55.027265968790424,,137.0,504.0,,-0.5000000000000004,0.8660254037844384,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
12,1994,,1,7,57,21.666666666666668,65.0,,30.746273486933898,61.4849575099471,,65.0,390.0,,-2.4492935982947064e-16,1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
1,1995,,,1,7,,,,,,,,,,0.49999999999999994,0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
2,1995,,,,1,,,,,,,,,,0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
3,1995,,,,,,,,,,,,,,1.0,6.123233995736766e-17,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
4,1995,13,,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
5,1995,154,13,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
6,1995,344,154,13,,,,,,,,,,,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
7,1995,90,344,154,13,170.33333333333334,,,166.10338146267023,,,511.0,,,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
8,1995,28,90,344,154,196.0,,,132.1060180309739,,,588.0,,,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
9,1995,12,28,90,344,154.0,,,167.43954132760877,,,462.0,,,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
10,1995,21,12,28,90,43.333333333333336,106.83333333333333,,41.198705481280854,128.66144203554796,,130.0,641.0,,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
11,1995,,21,12,28,20.333333333333332,108.16666666666667,,8.020806277009767,127.53104197279448,,61.0,649.0,,-0.5000000000000004,0.8660254037844384,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
12,1995,,,21,12,,,,,,,,,,-2.4492935982947064e-16,1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
1,1996,,,,21,,,,,,,,,,0.49999999999999994,0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
2,1996,,,,,,,,,,,,,,0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
3,1996,,,,,,,,,,,,,,1.0,6.123233995736766e-17,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
4,1996,1,,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
5,1996,77,1,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
6,1996,103,77,1,,,,,,,,,,,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
7,1996,155,103,77,1,60.333333333333336,,,53.00314456080255,,,181.0,,,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
8,1996,59,155,103,77,111.66666666666667,,,39.71565602295062,,,335.0,,,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
9,1996,23,59,155,103,105.66666666666667,,,48.05552344250694,,,317.0,,,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
10,1996,4,23,59,155,79.0,69.66666666666667,,68.23488843692792,55.593764638371695,,237.0,418.0,,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
11,1996,,4,23,59,28.666666666666668,70.16666666666667,,27.934447074057744,54.86134036520314,,86.0,421.0,,-0.5000000000000004,0.8660254037844384,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
12,1996,,,4,23,,,,,,,,,,-2.4492935982947064e-16,1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
1,1997,,,,4,,,,,,,,,,0.49999999999999994,0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
2,1997,,,,,,,,,,,,,,0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
3,1997,,,,,,,,,,,,,,1.0,6.123233995736766e-17,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
4,1997,8,,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
5,1997,83,8,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
6,1997,87,83,8,,,,,,,,,,,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
7,1997,102,87,83,8,59.333333333333336,,,44.50093631973751,,,178.0,,,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
8,1997,83,102,87,83,90.66666666666667,,,10.016652800877798,,,272.0,,,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
9,1997,8,83,102,87,90.66666666666667,,,10.016652800877798,,,272.0,,,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
10,1997,1,8,83,102,64.33333333333333,61.833333333333336,,49.70244796117524,42.28198986172087,,193.0,371.0,,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
11,1997,,1,8,83,30.666666666666668,60.666666666666664,,45.456939330902294,44.12104562073146,,92.0,364.0,,-0.5000000000000004,0.8660254037844384,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
12,1997,,,1,8,,,,,,,,,,-2.4492935982947064e-16,1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
1,1998,,,,1,,,,,,,,,,0.49999999999999994,0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
2,1998,,,,,,,,,,,,,,0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
3,1998,,,,,,,,,,,,,,1.0,6.123233995736766e-17,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
4,1998,110,,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
5,1998,51,110,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
6,1998,52,51,110,,,,,,,,,,,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
7,1998,136,52,51,110,71.0,,,33.77869150810907,,,213.0,,,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
8,1998,106,136,52,51,79.66666666666667,,,48.7886598845811,,,239.0,,,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
9,1998,50,106,136,52,98.0,,,42.56759330758552,,,294.0,,,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
10,1998,1,50,106,136,97.33333333333333,84.16666666666667,,43.65012409298893,37.76991748292107,,292.0,505.0,,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
11,1998,1,1,50,106,52.333333333333336,66.0,,52.538874496255936,47.75353390064446,,157.0,396.0,,-0.5000000000000004,0.8660254037844384,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
12,1998,,1,1,50,17.333333333333332,57.666666666666664,,28.290163190291644,54.7454716544361,,52.0,346.0,,-2.4492935982947064e-16,1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
1,1999,2,,1,1,,,,,,,,,,0.49999999999999994,0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
2,1999,,2,,1,,,,,,,,,,0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
3,1999,,,2,,,,,,,,,,,1.0,6.123233995736766e-17,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
4,1999,133,,,2,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
5,1999,104,133,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
6,1999,115,104,133,,,,,,,,,,,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
7,1999,125,115,104,133,117.33333333333333,,,14.6401275039985,,,352.0,,,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
8,1999,112,125,115,104,114.66666666666667,,,10.503967504392481,,,344.0,,,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
9,1999,17,112,125,115,117.33333333333333,,,6.806859285554033,,,352.0,,,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
10,1999,5,17,112,125,84.66666666666667,101.0,,58.96043871388113,42.383959229878464,,254.0,606.0,,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
11,1999,,5,17,112,44.666666666666664,79.66666666666667,,58.620246786697614,53.74631770332426,,134.0,478.0,,-0.5000000000000004,0.8660254037844384,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
12,1999,,,5,17,,,,,,,,,,-2.4492935982947064e-16,1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
1,2000,,,,5,,,,,,,,,,0.49999999999999994,0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
2,2000,,,,,,,,,,,,,,0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
3,2000,1,,,,,,,,,,,,,1.0,6.123233995736766e-17,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
4,2000,1,1,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
5,2000,1,1,1,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
6,2000,,1,1,1,1.0,,,0.0,,,3.0,,,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
7,2000,,,1,1,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
8,2000,,,,1,,,,,,,,,,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
9,2000,,,,,,,,,,,,,,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
10,2000,1,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
11,2000,,1,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
12,2000,,,1,,,,,,,,,,,-2.4492935982947064e-16,1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
1,2001,,,,1,,,,,,,,,,0.49999999999999994,0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
2,2001,,,,,,,,,,,,,,0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
3,2001,,,,,,,,,,,,,,1.0,6.123233995736766e-17,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
4,2001,1,,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
5,2001,3,1,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
6,2001,,3,1,,,,,,,,,,,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
7,2001,,,3,1,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
8,2001,,,,3,,,,,,,,,,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
9,2001,1,,,,,,,,,,,,,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
10,2001,1,1,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
11,2001,,1,1,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
12,2001,,,1,1,,,,,,,,,,-2.4492935982947064e-16,1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
1,2002,,,,1,,,,,,,,,,0.49999999999999994,0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
2,2002,,,,,,,,,,,,,,0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
3,2002,,,,,,,,,,,,,,1.0,6.123233995736766e-17,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
4,2002,1,,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
5,2002,4,1,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
6,2002,,4,1,,,,,,,,,,,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
7,2002,,,4,1,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
8,2002,,,,4,,,,,,,,,,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
9,2002,,,,,,,,,,,,,,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
10,2002,,,,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
11,2002,,,,,,,,,,,,,,-0.5000000000000004,0.8660254037844384,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
12,2002,,,,,,,,,,,,,,-2.4492935982947064e-16,1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
1,2003,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
2,2003,,,,,,,,,,,,,,0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
3,2003,,,,,,,,,,,,,,1.0,6.123233995736766e-17,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
4,2003,1,,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
5,2003,,1,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
6,2003,,,1,,,,,,,,,,,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
7,2003,,,,1,,,,,,,,,,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
8,2003,1,,,,,,,,,,,,,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
9,2003,,1,,,,,,,,,,,,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
10,2003,,,1,,,,,,,,,,,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
11,2003,,,,1,,,,,,,,,,-0.5000000000000004,0.8660254037844384,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
12,2003,,,,,,,,,,,,,,-2.4492935982947064e-16,1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
1,2004,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
2,2004,,,,,,,,,,,,,,0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
3,2004,,,,,,,,,,,,,,1.0,6.123233995736766e-17,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
4,2004,7,,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
5,2004,8,7,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
6,2004,2,8,7,,,,,,,,,,,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
7,2004,35,2,8,7,5.666666666666667,,,3.2145502536643185,,,17.0,,,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
8,2004,2,35,2,8,15.0,,,17.578395831246947,,,45.0,,,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
9,2004,,2,35,2,13.0,,,19.05255888325765,,,39.0,,,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
10,2004,,,2,35,,,,,,,,,,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
11,2004,,,,2,,,,,,,,,,-0.5000000000000004,0.8660254037844384,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
12,2004,,,,,,,,,,,,,,-2.4492935982947064e-16,1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
1,2005,,,,,,,,,,,,,,0.49999999999999994,0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
2,2005,,,,,,,,,,,,,,0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
3,2005,,,,,,,,,,,,,,1.0,6.123233995736766e-17,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
4,2005,34,,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
5,2005,32,34,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
6,2005,22,32,34,,,,,,,,,,,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
7,2005,140,22,32,34,29.333333333333332,,,6.429100507328636,,,88.0,,,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
8,2005,21,140,22,32,64.66666666666667,,,65.43189843901317,,,194.0,,,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
9,2005,2,21,140,22,61.0,,,68.4178339323893,,,183.0,,,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
10,2005,3,2,21,140,54.333333333333336,41.833333333333336,,74.79527614317185,49.41423546577106,,163.0,251.0,,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
11,2005,,3,2,21,8.666666666666666,36.666666666666664,,10.692676621563448,51.95254244660858,,26.0,220.0,,-0.5000000000000004,0.8660254037844384,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
12,2005,,,3,2,,,,,,,,,,-2.4492935982947064e-16,1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
1,2006,,,,3,,,,,,,,,,0.49999999999999994,0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
2,2006,,,,,,,,,,,,,,0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
3,2006,,,,,,,,,,,,,,1.0,6.123233995736766e-17,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
4,2006,45,,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
5,2006,26,45,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
6,2006,237,26,45,,,,,,,,,,,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
7,2006,172,237,26,45,102.66666666666667,,,116.72331957810887,,,308.0,,,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
8,2006,116,172,237,26,145.0,,,108.06016842481783,,,435.0,,,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
9,2006,81,116,172,237,175.0,,,60.55575942881072,,,525.0,,,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
10,2006,6,81,116,172,123.0,112.83333333333333,,45.90206967011398,80.10347474777025,,369.0,677.0,,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
11,2006,1,6,81,116,67.66666666666667,106.33333333333333,,56.199051000291206,87.91056060944365,,203.0,638.0,,-0.5000000000000004,0.8660254037844384,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
12,2006,,1,6,81,29.333333333333332,102.16666666666667,,44.81443219916249,92.92882581129854,,88.0,613.0,,-2.4492935982947064e-16,1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
1,2007,,,1,6,,,,,,,,,,0.49999999999999994,0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
2,2007,,,,1,,,,,,,,,,0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
3,2007,,,,,,,,,,,,,,1.0,6.123233995736766e-17,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
4,2007,38,,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
5,2007,53,38,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
6,2007,71,53,38,,,,,,,,,,,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
7,2007,161,71,53,38,54.0,,,16.522711641858304,,,162.0,,,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
8,2007,50,161,71,53,95.0,,,57.86190456595773,,,285.0,,,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
9,2007,9,50,161,71,94.0,,,58.966091951222275,,,282.0,,,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
10,2007,1,9,50,161,73.33333333333333,63.666666666666664,,78.64053238205686,51.9140315008059,,220.0,382.0,,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
11,2007,,1,9,50,20.0,57.5,,26.28687885618985,57.47260216833757,,60.0,345.0,,-0.5000000000000004,0.8660254037844384,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
12,2007,,,1,9,,,,,,,,,,-2.4492935982947064e-16,1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
1,2008,,,,1,,,,,,,,,,0.49999999999999994,0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
2,2008,,,,,,,,,,,,,,0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
3,2008,,,,,,,,,,,,,,1.0,6.123233995736766e-17,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
4,2008,18,,,,,,,,,,,,,0.8660254037844387,-0.4999999999999998,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
5,2008,154,18,,,,,,,,,,,,0.49999999999999994,-0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
6,2008,123,154,18,,,,,,,,,,,1.2246467991473532e-16,-1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
7,2008,40,123,154,18,98.33333333333333,,,71.27645707618564,,,295.0,,,-0.4999999999999997,-0.8660254037844388,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
8,2008,54,40,123,154,105.66666666666667,,,58.94347574866393,,,317.0,,,-0.8660254037844385,-0.5000000000000004,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
9,2008,6,54,40,123,72.33333333333333,,,44.43347086750406,,,217.0,,,-1.0,-1.8369701987210297e-16,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
10,2008,2,6,54,40,33.333333333333336,65.83333333333333,,24.684678108764793,59.5261847145159,,100.0,395.0,,-0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
11,2008,,2,6,54,20.666666666666668,63.166666666666664,,28.936712552280913,62.387231599636365,,62.0,379.0,,-0.5000000000000004,0.8660254037844384,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
12,2008,,,2,6,,,,,,,,,,-2.4492935982947064e-16,1.0,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
1,2009,,,,2,,,,,,,,,,0.49999999999999994,0.8660254037844387,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
2,2009,,,,,,,,,,,,,,0.8660254037844386,0.5000000000000001,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
3,2009,,,,,,,,,,,,,,1.0,6.123233995736766e-17,Manitoba,0,0,1,0,0,0,0,0,0,0,0,0
