Month,Year,Number_fires,Lag_1,Lag_2,Lag_3,RollMean_3,RollStd_3,RollSum_3,is_summer,Month_sin,Month_cos,Jurisdiction_raw,REG_Alberta,REG_British Columbia,REG_Manitoba,REG_New Brunswick,REG_Newfoundland and Labrador,REG_Northwest Territories,REG_Nova Scotia,REG_Ontario,REG_Prince Edward Island,REG_Quebec,REG_Saskatchewan,REG_Yukon,temperature_2m_mean (°C)_lag1,relative_humidity_2m_mean (%)_lag1,temperature_2m_max (°C)_lag1,relative_humidity_2m_min (%)_lag1,et0_fao_evapotranspiration (mm)_lag1,summer_temp,summer_dryness,summer_lag,pre_summer_heat,spring_dryness
11,1991,5,6,32,162,66.66666666666667,83.57830659527232,200.0,0,-0.5000000000000004,0.8660254037844384,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,3.4913978494623654,79.75268817204302,7.08494623655914,61.6989247311828,0.9003225806451612,0.0,0.0,0,54.833942652329746,8.582867383512545
4,1992,44,,,,,,,0,0.8660254037844387,-0.4999999999999998,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-13.121505376344086,72.0,-8.479569892473119,55.795698924731184,0.6925806451612903,-0.0,0.0,,-25.059309108886417,1.0514351748856745
5,1992,405,44,,,,,,0,0.49999999999999994,-0.8660254037844387,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-2.8922222222222222,74.08888888888889,1.5733333333333337,54.766666666666666,1.490888888888889,0.0,0.0,0,-33.857767890248425,1.2575713756025202
6,1992,180,405,44,,,,,1,1.2246467991473532e-16,-1.0,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,5.953763440860215,66.47311827956989,11.779569892473118,45.74193548387097,2.9624731182795703,11.779569892473118,0.06337934207499425,405,-21.434972191323695,2.5274925225559253
7,1992,54,180,405,44,209.66666666666666,182.31931695059998,629.0,1,-0.4999999999999997,-0.8660254037844388,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,11.087777777777776,68.11111111111111,16.614444444444445,46.55555555555556,3.275888888888889,16.614444444444445,0.06888551401869158,180,4.873333333333333,5.145942652329748
8,1992,59,54,180,405,213.0,177.81169815284935,639.0,1,-0.8660254037844385,-0.5000000000000004,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,13.25268817204301,73.73118279569891,18.156989247311827,51.81720430107527,3.022043010752688,18.156989247311827,0.057217019543973936,54,29.967347670250895,7.729250896057347
9,1992,14,59,54,180,97.66666666666667,71.3465719802524,293.0,0,-1.0,-1.8369701987210297e-16,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,14.170967741935485,76.18279569892472,18.67096774193548,54.74193548387097,2.6704301075268817,0.0,0.0,0,46.55100358422939,9.260405017921146
10,1992,7,14,59,54,42.333333333333336,24.664414311581332,127.0,0,-0.8660254037844386,0.5000000000000001,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,10.044444444444444,76.97777777777779,14.38888888888889,57.51111111111111,1.7478888888888888,0.0,0.0,0,53.44240143369175,8.968362007168459
11,1992,2,7,14,59,26.666666666666668,28.219378684395906,80.0,0,-0.5000000000000004,0.8660254037844384,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,1.6258064516129034,79.19354838709677,4.598924731182795,62.236559139784944,0.8683870967741936,0.0,0.0,0,51.2168458781362,7.440362007168458
4,1993,32,,,,,,,0,0.8660254037844387,-0.4999999999999998,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-9.636559139784946,72.58064516129032,-4.766666666666667,54.55913978494623,0.936451612903226,-0.0,0.0,,-28.240263696876607,0.9501515616999479
5,1993,188,32,,,,,,0,0.49999999999999994,-0.8660254037844387,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-1.2777777777777777,73.83333333333333,3.628888888888889,54.62222222222223,1.5935555555555554,0.0,0.0,0,-30.69804147465438,1.4940476190476182
6,1993,98,188,32,,,,,1,1.2246467991473532e-16,-1.0,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,6.544086021505376,74.98924731182795,11.306451612903226,52.97849462365591,2.3172043010752685,11.306451612903226,0.04292828685258964,188,-18.15087301587302,2.847388120839733
7,1993,129,98,188,32,106.0,78.30708780180757,318.0,1,-0.4999999999999997,-0.8660254037844388,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,13.767777777777775,68.5,19.371111111111112,44.16666666666666,3.7796666666666665,19.371111111111112,0.08368265682656828,98,10.168673835125444,4.847211469534049
8,1993,81,129,98,188,138.33333333333334,45.72016331262754,415.0,1,-0.8660254037844385,-0.5000000000000004,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,17.07741935483871,74.2258064516129,21.75698924731183,53.0752688172043,3.403978494623656,21.75698924731183,0.06294889640087493,129,34.306451612903224,7.690426523297489
9,1993,10,81,129,98,102.66666666666667,24.337899115029103,308.0,0,-1.0,-1.8369701987210297e-16,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,16.053763440860216,76.53763440860214,20.408602150537632,55.064516129032256,2.850860215053763,0.0,0.0,0,52.43455197132616,9.50084946236559
10,1993,4,10,81,129,73.33333333333333,59.86930209492452,220.0,0,-0.8660254037844386,0.5000000000000001,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,8.584444444444445,77.12222222222222,12.37888888888889,56.833333333333336,1.711666666666667,0.0,0.0,0,61.53670250896057,10.034505376344086
11,1993,1,4,10,81,31.666666666666668,42.82911782109612,95.0,0,-0.5000000000000004,0.8660254037844384,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,0.3645161290322581,79.25806451612904,3.106451612903226,62.54838709677419,0.7955913978494624,0.0,0.0,0,54.54448028673835,7.9665053763440845
4,1994,15,,,,,,,0,0.8660254037844387,-0.4999999999999998,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-8.506451612903225,75.23655913978494,-4.243010752688172,57.96774193548387,0.8523655913978494,-0.0,0.0,,-28.238655913978498,0.9462864823348685
5,1994,218,15,,,,,,0,0.49999999999999994,-0.8660254037844387,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-4.064444444444445,73.94444444444444,0.2977777777777778,55.6,1.3733333333333335,0.0,0.0,0,-29.508333333333336,1.4119854070660511
6,1994,139,218,15,,,,,1,1.2246467991473532e-16,-1.0,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,4.044086021505376,72.27956989247312,9.176344086021505,51.95698924731183,2.448709677419355,9.176344086021505,0.04623959390862944,218,-19.2202329749104,2.57177035330261
7,1994,27,139,218,15,124.0,102.32790430767162,372.0,1,-0.4999999999999997,-0.8660254037844388,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,13.957777777777778,68.82222222222222,19.535555555555558,46.55555555555556,3.669,19.535555555555558,0.0771518691588785,139,5.231111111111106,4.674408602150537
8,1994,30,27,139,218,128.0,95.97395480024775,384.0,1,-0.8660254037844385,-0.5000000000000004,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,16.045161290322582,76.31182795698925,20.78279569892473,54.516129032258064,3.2745161290322584,20.78279569892473,0.058983149331783856,27,29.009677419354837,7.491043010752687
9,1994,17,30,27,139,65.33333333333333,63.81483631047981,196.0,0,-1.0,-1.8369701987210297e-16,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,12.860215053763442,76.23655913978494,17.348387096774193,55.60215053763441,2.518279569892473,0.0,0.0,0,49.49469534050179,9.392225806451613
10,1994,46,17,30,27,24.666666666666668,6.806859285554007,74.0,0,-0.8660254037844386,0.5000000000000001,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,10.124444444444444,79.27777777777779,14.092222222222222,60.766666666666666,1.6762222222222225,0.0,0.0,0,57.66673835125448,9.46179569892473
11,1994,7,46,17,30,31.0,14.525839046333935,93.0,0,-0.5000000000000004,0.8660254037844384,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,5.338709677419355,79.75268817204302,8.649462365591397,62.354838709677416,0.9940860215053764,0.0,0.0,0,52.22340501792114,7.4690179211469525
3,1995,9,,,7,,,,0,1.0,6.123233995736766e-17,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-18.53214285714285,71.75,-14.079761904761906,57.535714285714285,0.350595238095238,-0.0,0.0,,4.250896057347665,1.827451612903225
4,1995,33,9,,,,,,0,0.8660254037844387,-0.4999999999999998,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-8.009677419354839,75.63440860215053,-3.60752688172043,59.182795698924735,0.8695698924731183,-0.0,0.0,0,-18.47832821300564,1.1839608294930866
5,1995,139,33,9,,,,,0,0.49999999999999994,-0.8660254037844387,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-3.715555555555556,74.56666666666666,0.731111111111111,56.87777777777777,1.3931111111111112,0.0,0.0,0,-23.33029953917051,1.4591973886328717
6,1995,470,139,33,9,60.333333333333336,69.17610377387074,181.0,1,1.2246467991473532e-16,-1.0,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,6.301075268817205,73.06451612903226,11.486021505376344,51.75268817204301,2.510752688172043,11.486021505376344,0.04759478189971464,139,-16.95617767537123,2.6132762416794666
7,1995,170,470,139,33,214.0,227.9495558232128,642.0,1,-0.4999999999999997,-0.8660254037844388,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,15.45111111111111,59.61111111111111,21.784444444444443,36.93333333333333,4.604111111111111,21.784444444444443,0.12137375512595197,470,8.609605734767023,4.773433691756272
8,1995,367,170,470,139,259.6666666666667,182.81228988591914,779.0,1,-0.8660254037844385,-0.5000000000000004,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,16.833333333333336,72.3978494623656,22.12043010752688,48.763440860215056,3.626989247311828,22.12043010752688,0.07288461538461538,170,34.00157706093189,8.507974910394264
9,1995,53,367,170,470,335.6666666666667,152.43468546670516,1007.0,0,-1.0,-1.8369701987210297e-16,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,16.801075268817204,68.43010752688173,21.75376344086021,46.13978494623656,3.57741935483871,0.0,0.0,0,55.39089605734766,10.741853046594981
10,1995,23,53,367,170,196.66666666666666,158.68942413826238,590.0,0,-0.8660254037844386,0.5000000000000001,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,8.286666666666667,75.75555555555555,12.46888888888889,54.25555555555556,1.768888888888889,0.0,0.0,0,65.65863799283153,11.808519713261648
11,1995,1,23,53,367,147.66666666666666,190.53958468867654,443.0,0,-0.5000000000000004,0.8660254037844384,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,5.690322580645161,80.50537634408602,9.026881720430106,64.60215053763442,0.97,0.0,0.0,0,56.343082437275974,8.973297491039425
4,1996,5,,,,,,,0,0.8660254037844387,-0.4999999999999998,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-11.358064516129032,71.23655913978494,-6.366666666666667,54.63440860215054,0.8317204301075268,-0.0,0.0,,-26.920894821406506,0.9375811395377561
5,1996,163,5,,,,,,0,0.49999999999999994,-0.8660254037844387,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-2.2633333333333336,77.06666666666666,1.8788888888888888,58.16666666666666,1.387222222222222,0.0,0.0,0,-30.138672599184282,1.3947460140897276
6,1996,706,163,5,,,,,1,1.2246467991473532e-16,-1.0,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,3.674193548387097,71.70967741935483,8.272043010752688,51.31182795698925,2.391935483870968,8.272043010752688,0.0457245632065776,163,-17.637203065134102,2.5725058707205517
7,1996,55,706,163,5,291.3333333333333,367.6986991183587,874.0,1,-0.4999999999999997,-0.8660254037844388,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,14.198888888888888,68.56666666666666,20.061111111111117,44.16666666666666,3.705111111111111,20.061111111111117,0.08203198031980322,706,3.7842652329749065,4.610878136200714
8,1996,209,55,706,163,308.0,348.8825017108195,924.0,1,-0.8660254037844385,-0.5000000000000004,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,15.756989247311829,73.12903225806451,20.26236559139785,51.87096774193548,3.406559139784946,20.26236559139785,0.0644315639617653,55,30.21204301075269,7.484268817204299
9,1996,92,209,55,706,323.3333333333333,340.22688508307704,970.0,0,-1.0,-1.8369701987210297e-16,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,15.706451612903226,73.27956989247312,20.4,50.6989247311828,3.1944086021505376,0.0,0.0,0,48.59551971326165,9.503605734767023
10,1996,19,92,209,55,118.66666666666667,80.38863933002825,356.0,0,-0.8660254037844386,0.5000000000000001,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,11.732222222222225,75.15555555555555,15.731111111111112,54.61111111111111,2.1207777777777777,0.0,0.0,0,60.72347670250896,10.306078853046593
11,1996,1,19,92,209,106.66666666666667,95.8453615639973,320.0,0,-0.5000000000000004,0.8660254037844384,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,2.721505376344086,76.82795698924731,6.145161290322581,59.31182795698925,0.9866666666666668,0.0,0.0,0,56.393476702508956,8.72174551971326
4,1997,21,,,,,,,0,0.8660254037844387,-0.4999999999999998,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-13.104301075268818,71.26881720430109,-8.788172043010753,53.38709677419355,0.724731182795699,-0.0,0.0,,-20.411351766513057,0.9999613415258558
5,1997,63,21,,,,,,0,0.49999999999999994,-0.8660254037844387,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-2.412222222222222,74.1,2.1866666666666665,54.17777777777778,1.6524444444444444,0.0,0.0,0,-27.626190476190477,1.317914746543777
6,1997,436,63,21,,,,,1,1.2246467991473532e-16,-1.0,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,2.943010752688172,76.35483870967742,6.945161290322581,57.2258064516129,2.0058064516129037,6.945161290322581,0.03444875346260389,63,-19.29436251920123,2.742294674859189
7,1997,143,436,63,21,173.33333333333334,228.4432825305514,520.0,1,-0.4999999999999997,-0.8660254037844388,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,13.564444444444444,65.23333333333333,19.246666666666663,40.75555555555556,3.9602222222222223,19.246666666666663,0.09484300159659392,436,0.34365591397849027,4.382982078853045
8,1997,146,143,436,63,214.0,196.3746419474775,642.0,1,-0.8660254037844385,-0.5000000000000004,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,16.278494623655913,69.86021505376344,21.43548387096774,48.204301075268816,3.758494623655914,21.43548387096774,0.07638548951048951,143,28.378494623655907,7.618473118279569
9,1997,22,146,143,436,241.66666666666666,168.3042879231938,725.0,0,-1.0,-1.8369701987210297e-16,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,14.162365591397853,74.19354838709677,18.546236559139786,52.60215053763441,2.7512903225806453,0.0,0.0,0,47.62731182795698,9.724523297491038
10,1997,44,22,146,143,103.66666666666667,70.74131277643441,311.0,0,-0.8660254037844386,0.5000000000000001,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,10.321111111111112,79.32222222222222,14.045555555555556,59.17777777777778,1.674888888888889,0.0,0.0,0,59.228387096774185,10.47000716845878
11,1997,1,44,22,146,70.66666666666667,66.16141876753643,212.0,0,-0.5000000000000004,0.8660254037844384,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,3.787096774193549,76.11827956989247,7.272043010752688,58.655913978494624,1.093225806451613,0.0,0.0,0,54.02727598566308,8.184673835125446
4,1998,115,,,,,,,0,0.8660254037844387,-0.4999999999999998,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-7.948387096774193,76.25806451612904,-3.711827956989248,58.98924731182796,0.8086021505376344,-0.0,0.0,,-16.259162826420898,1.116546338965692
5,1998,279,115,,,,,,0,0.49999999999999994,-0.8660254037844387,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,0.4511111111111112,71.22222222222221,5.374444444444444,51.82222222222222,1.9395555555555557,0.0,0.0,0,-17.730990783410142,1.5079262672811042
6,1998,112,279,115,,,,,1,1.2246467991473532e-16,-1.0,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,10.360215053763442,65.19354838709677,16.255913978494625,43.95698924731183,3.330537634408602,16.255913978494625,0.07408275532169337,279,-4.257621607782903,3.233395801331284
7,1998,106,112,279,115,168.66666666666666,95.56324258486279,506.0,1,-0.4999999999999997,-0.8660254037844388,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,14.993333333333334,72.3,19.73444444444444,52.14444444444444,3.491555555555556,19.73444444444444,0.06569935187121055,112,17.918530465949818,6.07869534050179
8,1998,171,106,112,279,165.66666666666666,98.19538346242827,497.0,1,-0.8660254037844385,-0.5000000000000004,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,16.037634408602152,72.50537634408602,20.536559139784945,49.64516129032258,3.478709677419355,20.536559139784945,0.06868789808917199,106,41.3648028673835,8.761648745519713
9,1998,34,171,106,112,129.66666666666666,35.92121007612817,389.0,0,-1.0,-1.8369701987210297e-16,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,15.763440860215054,72.50537634408602,20.39569892473118,50.33333333333333,3.1793548387096773,0.0,0.0,0,56.52691756272401,10.300802867383512
10,1998,29,34,171,106,103.66666666666667,68.52979887124529,311.0,0,-0.8660254037844386,0.5000000000000001,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,10.68888888888889,77.46666666666667,14.158888888888889,58.13333333333333,1.8212222222222223,0.0,0.0,0,60.66670250896056,10.149620071684586
11,1998,8,29,34,171,78.0,80.57915363169309,234.0,0,-0.5000000000000004,0.8660254037844384,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,4.306451612903226,78.48387096774194,7.465591397849463,62.38709677419355,0.9998924731182796,0.0,0.0,0,55.09114695340501,8.479286738351252
4,1999,92,,,,,,,0,0.8660254037844387,-0.4999999999999998,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-7.932258064516129,75.36559139784947,-4.036559139784947,59.795698924731184,0.8930107526881721,-0.0,0.0,,-15.613840245775734,1.1885919098822302
5,1999,311,92,,,,,,0,0.49999999999999994,-0.8660254037844387,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-1.4666666666666666,74.74444444444445,2.556666666666666,55.02222222222223,1.6535555555555557,0.0,0.0,0,-18.973732718894013,1.6421582181259577
6,1999,197,311,92,,,,,1,1.2246467991473532e-16,-1.0,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,9.08279569892473,69.50537634408602,15.125806451612902,48.25806451612903,3.116559139784946,15.125806451612902,0.06327002837808338,311,-9.141797235023045,3.0444234511008683
7,1999,140,197,311,92,200.0,109.5308175811721,600.0,1,-0.4999999999999997,-0.8660254037844388,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,15.306666666666668,70.25555555555555,20.74888888888889,47.488888888888894,3.689111111111111,20.74888888888889,0.07608157653528871,197,13.645913978494619,5.663125448028671
8,1999,165,140,197,311,216.0,87.06893820416096,648.0,1,-0.8660254037844385,-0.5000000000000004,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,16.530107526881718,74.54838709677419,21.1989247311828,53.50537634408602,3.4356989247311827,21.1989247311828,0.06303412901953048,140,38.43136200716846,8.459225806451611
9,1999,120,165,140,197,167.33333333333334,28.571547618799606,502.0,0,-1.0,-1.8369701987210297e-16,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,14.709677419354838,74.54838709677419,19.159139784946237,52.483870967741936,2.918064516129032,0.0,0.0,0,57.07362007168459,10.241369175627238
10,1999,5,120,165,140,141.66666666666666,22.546248764114473,425.0,0,-0.8660254037844386,0.5000000000000001,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,13.091111111111111,77.82222222222222,17.27777777777778,58.45555555555556,2.031333333333333,0.0,0.0,0,61.106953405017926,10.042874551971323
11,1999,7,5,120,165,96.66666666666667,82.51262529657708,290.0,0,-0.5000000000000004,0.8660254037844384,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,1.6526881720430109,79.53763440860214,4.580645161290323,62.2258064516129,0.8691397849462364,0.0,0.0,0,57.63584229390681,8.385096774193546
3,2000,1,,,7,,,,0,1.0,6.123233995736766e-17,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-14.60344827586207,73.79310344827586,-9.822988505747126,59.89655172413793,0.4360919540229885,-0.0,0.0,,-1.6472043010752717,1.5742007168458758
4,2000,80,1,,,,,,0,0.8660254037844387,-0.4999999999999998,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-5.51505376344086,75.51612903225806,-1.0204301075268818,58.58064516129032,0.96752688172043,-0.0,0.0,0,-16.05083796811272,1.1411528859226276
5,2000,100,80,1,,,,,0,0.49999999999999994,-0.8660254037844387,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-3.248888888888889,73.41111111111111,1.2366666666666668,54.3,1.5686666666666669,0.0,0.0,0,-17.474601408972934,1.6517908787541689
6,2000,74,100,80,1,60.333333333333336,52.348193219378004,181.0,1,1.2246467991473532e-16,-1.0,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,6.311827956989247,74.47311827956989,11.1505376344086,53.354838709677416,2.355483870967742,11.1505376344086,0.0433353115727003,100,-9.606751946607345,2.972285502410083
7,2000,137,74,100,80,84.66666666666667,13.613718571108109,254.0,1,-0.4999999999999997,-0.8660254037844388,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,10.332222222222224,70.24444444444445,15.514444444444443,47.333333333333336,3.0317777777777777,15.514444444444443,0.06272643678160919,74,11.366774193548382,4.891677419354837
8,2000,52,137,74,100,103.66666666666667,31.659648345067474,311.0,1,-0.8660254037844385,-0.5000000000000004,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,15.61505376344086,71.48387096774194,20.3247311827957,49.82795698924731,3.551505376344086,20.3247311827957,0.06987306960016923,137,27.901648745519708,6.955928315412184
9,2000,44,52,137,74,87.66666666666667,44.11726797222754,263.0,0,-1.0,-1.8369701987210297e-16,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,15.43763440860215,76.2258064516129,20.026881720430108,54.38709677419355,2.81752688172043,0.0,0.0,0,46.98971326164874,8.938767025089604
10,2000,25,44,52,137,77.66666666666667,51.53962876596351,233.0,0,-0.8660254037844386,0.5000000000000001,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,8.843333333333334,77.5111111111111,12.62888888888889,58.3,1.6785555555555556,0.0,0.0,0,55.86605734767025,9.40081003584229
11,2000,4,25,44,52,40.333333333333336,13.868429375143183,121.0,0,-0.5000000000000004,0.8660254037844384,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,3.5150537634408603,76.35483870967742,7.275268817204301,57.75268817204301,1.073978494623656,0.0,0.0,0,52.980501792114694,8.04758781362007
4,2001,98,,,,,,,0,0.8660254037844387,-0.4999999999999998,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-8.206451612903226,74.68817204301075,-3.717204301075269,57.32258064516129,0.9113978494623656,-0.0,0.0,,-23.22674859190988,0.9984697900665621
5,2001,296,98,,,,,,0,0.49999999999999994,-0.8660254037844387,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-1.7166666666666666,73.07777777777778,3.1133333333333337,52.833333333333336,1.708,0.0,0.0,0,-27.969508448540708,1.4574231950844831
6,2001,127,296,98,,,,,1,1.2246467991473532e-16,-1.0,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,10.365591397849462,66.48387096774194,16.253763440860215,44.96774193548387,3.3966666666666665,16.253763440860215,0.0738923976608187,296,-13.511013824884795,2.9649930875576014
7,2001,109,127,296,98,173.66666666666666,106.93144221104161,521.0,1,-0.4999999999999997,-0.8660254037844388,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,14.185555555555556,68.16666666666667,19.49888888888889,47.18888888888889,3.584777777777778,19.49888888888889,0.07439013142725387,127,15.649892473118276,6.016064516129029
8,2001,324,109,127,296,177.33333333333334,103.16168539401308,532.0,1,-0.8660254037844385,-0.5000000000000004,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,15.455913978494625,75.34408602150538,19.864516129032257,54.59139784946236,3.196774193548387,19.864516129032257,0.05750483558994198,109,38.865985663082434,8.689444444444442
9,2001,41,324,109,127,186.66666666666666,119.2741939118992,560.0,0,-1.0,-1.8369701987210297e-16,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,16.39247311827957,74.19354838709677,20.864516129032257,52.97849462365591,3.0006451612903224,0.0,0.0,0,55.61716845878135,10.17821863799283
10,2001,8,41,324,109,158.0,147.72609789742637,474.0,0,-0.8660254037844386,0.5000000000000001,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,11.042222222222222,77.68888888888888,14.813333333333333,56.96666666666667,1.853222222222222,0.0,0.0,0,60.2279211469534,9.782197132616485
11,2001,2,8,41,324,124.33333333333333,173.70185184198047,373.0,0,-0.5000000000000004,0.8660254037844384,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,4.883870967741935,79.69892473118279,7.776344086021505,61.72043010752688,1.0065591397849465,0.0,0.0,0,55.54236559139784,8.05064157706093
2,2002,1,,2,8,,,,0,0.8660254037844386,0.5000000000000001,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-6.556989247311828,81.18279569892472,-3.898924731182796,70.11827956989247,0.3169892473118279,-0.0,0.0,,23.76412186379928,3.309559139784944
3,2002,1,1,,2,,,,0,1.0,6.123233995736766e-17,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-16.025,74.07142857142857,-11.170238095238094,61.273809523809526,0.3833333333333333,-0.0,0.0,0,5.05186379928315,1.77332616487455
4,2002,53,1,1,,,,,0,0.8660254037844387,-0.4999999999999998,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-11.808602150537634,70.81720430107528,-6.4924731182795705,53.0,0.7867741935483871,-0.0,0.0,0,-13.89471838197645,1.1501003584229368
5,2002,128,53,1,1,18.333333333333332,30.022213997860796,55.0,0,0.49999999999999994,-0.8660254037844387,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,-1.5855555555555554,72.91111111111111,2.9722222222222223,53.21111111111111,1.645111111111111,0.0,0.0,0,-21.561635944700466,1.487096774193546
6,2002,84,128,53,1,60.666666666666664,63.84616929255304,182.0,1,1.2246467991473532e-16,-1.0,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,3.531182795698925,72.38709677419355,8.131182795698924,52.33333333333333,2.301612903225806,8.131182795698924,0.04315524193548387,128,-14.690488991295444,2.815218637992829
7,2002,249,84,128,53,88.33333333333333,37.68730997740937,265.0,1,-0.4999999999999997,-0.8660254037844388,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,12.024444444444445,65.3111111111111,17.47888888888889,43.58888888888889,3.781111111111111,17.47888888888889,0.08479940194368303,84,4.610931899641573,4.733498207885302
8,2002,166,249,84,128,153.66666666666666,85.44198811669432,461.0,1,-0.8660254037844385,-0.5000000000000004,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,16.905376344086022,69.74193548387096,22.12258064516129,46.3010752688172,3.7966666666666655,22.12258064516129,0.08026596953853146,249,28.582293906810033,7.727835125448026
9,2002,205,166,249,84,166.33333333333334,82.50050504895913,499.0,0,-1.0,-1.8369701987210297e-16,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,16.074193548387097,73.3978494623656,20.61397849462365,51.107526881720425,3.065591397849462,0.0,0.0,0,47.7326523297491,9.87939068100358
10,2002,11,205,166,249,206.66666666666666,41.52509281546914,620.0,0,-0.8660254037844386,0.5000000000000001,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,12.207777777777778,75.33333333333333,16.683333333333334,54.63333333333333,2.1101111111111117,0.0,0.0,0,60.21544802867383,10.643369175627237
11,2002,1,11,205,166,127.33333333333333,102.61741242758626,382.0,0,-0.5000000000000004,0.8660254037844384,Quebec,0,0,0,0,0,0,0,0,0,1,0,0,1.4548387096774194,80.34408602150538,4.405376344086021,63.58064516129032,0.8590322580645161,0.0,0.0,0,59.419892473118274,8.972369175627238
