Jurisdiction,Month,Year,Number_fires,Lag_1,Lag_2,Lag_3,RollMean_3,RollStd_3,RollSum_3,is_summer,Month_sin,Month_cos,temperature_2m_mean (°C)_lag1,relative_humidity_2m_mean (%)_lag1,relative_humidity_2m_min (%)_lag1,et0_fao_evapotranspiration (mm)_lag1,temperature_2m_max (°C)_lag1
Alberta,7,1992,226,147,91,110,116.0,28.478061731796682,348.0,1,-0.4999999999999997,-0.8660254037844388,9.249462365591398,61.61290322580645,35.935483870967744,3.422043010752688,15.4505376344086
Alberta,8,1992,339,226,147,91,154.66666666666666,67.82575715267284,464.0,1,-0.8660254037844385,-0.5000000000000004,14.987777777777778,69.18888888888888,43.977777777777774,3.811111111111111,20.81
Alberta,9,1992,14,339,226,147,237.33333333333334,96.50043177796326,712.0,0,-1.0,-1.8369701987210297e-16,15.568817204301077,72.3763440860215,46.70967741935484,3.5905376344086024,20.6
Alberta,10,1992,29,14,339,226,193.0,164.99393928262944,579.0,0,-0.8660254037844386,0.5000000000000001,14.943010752688172,67.06451612903226,40.903225806451616,3.421075268817204,20.983870967741936
Alberta,11,1992,15,29,14,339,127.33333333333333,183.46207600845838,382.0,0,-0.5000000000000004,0.8660254037844384,7.20888888888889,74.27777777777779,50.6,1.6923333333333337,12.97111111111111
Alberta,12,1992,4,15,29,14,19.333333333333332,8.386497083608711,58.0,0,-2.4492935982947064e-16,1.0,3.513978494623656,70.53763440860214,50.064516129032256,1.2250537634408605,8.451612903225806
Alberta,1,1993,8,4,15,29,16.0,12.529964086143455,48.0,0,0.49999999999999994,0.8660254037844387,-3.15,79.62222222222222,66.62222222222222,0.4354444444444444,0.5277777777777778
Alberta,2,1993,12,8,4,15,9.0,5.567764362834168,27.0,0,0.8660254037844386,0.5000000000000001,-17.065591397849463,74.40860215053763,64.68817204301075,0.2080645161290322,-12.126881720430108
Alberta,3,1993,29,12,8,4,8.0,4.000000000005796,24.0,0,1.0,6.123233995736766e-17,-14.859139784946237,74.76344086021506,61.193548387096776,0.3024731182795699,-9.21505376344086
Alberta,4,1993,52,29,12,8,16.333333333333332,11.150485789120493,49.0,0,0.8660254037844387,-0.4999999999999998,-10.201190476190476,72.26190476190476,53.845238095238095,0.6076190476190477,-3.685714285714286
Alberta,5,1993,242,52,29,12,31.0,20.074859899885773,93.0,0,0.49999999999999994,-0.8660254037844387,-1.010752688172043,59.03225806451613,35.38709677419355,1.52505376344086,5.356989247311828
Alberta,6,1993,342,242,52,29,107.66666666666667,116.90309377143686,323.0,1,1.2246467991473532e-16,-1.0,4.446666666666667,68.94444444444444,39.62222222222223,2.3184444444444443,10.964444444444444
Alberta,7,1993,112,342,242,52,212.0,147.3091986265624,636.0,1,-0.4999999999999997,-0.8660254037844388,11.173118279569891,62.88172043010753,38.193548387096776,3.496989247311828,17.870967741935484
Alberta,8,1993,35,112,342,242,232.0,115.32562594670799,696.0,1,-0.8660254037844385,-0.5000000000000004,13.908888888888889,65.67777777777778,40.43333333333333,3.748444444444445,19.33555555555556
